ID	GeneSymbol	Description	Log2FC	AdjPValue
Q9D023	Mpc2	Mitochondrial pyruvate carrier 2 OS=Mus musculus OX=10090 GN=Mpc2 PE=1 SV=1	-0.1376478	0.999999996
P35979	Rpl12	60S ribosomal protein L12 OS=Mus musculus OX=10090 GN=Rpl12 PE=1 SV=2	0.669933836	0.624698863
Q5I0T8	Rpl19	Ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1	0.455228571	0.520615921
Q9JK42	Pdk2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2	2.023610215	5.21E-07
P62717	Rpl18a	60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1	0.9053509	0.055312856
P70290	Mpp1	55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1	0.548929769	0.863873848
P97351	Rps3a	40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3	1.004321606	0.18800982
A0A023J6C2	ATP8	ATP synthase protein 8 OS=Mus musculus musculus OX=39442 GN=ATP8 PE=3 SV=1	-1.052894948	3.33E-05
Q543N7	Pacsin3	Protein kinase C and casein kinase substrate in neurons 3, isoform CRA_a OS=Mus musculus OX=10090 GN=Pacsin3 PE=1 SV=1	0.722466024	0.003473444
Q3UK02	Mrpl9	39S ribosomal protein L9, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl9 PE=1 SV=1	3.221103725	3.37E-07
B2RVP5	H2afv	Histone H2A OS=Mus musculus OX=10090 GN=H2afv PE=2 SV=1	0.094911647	0.999999996
Q91V16	Etfrf1	Electron transfer flavoprotein regulatory factor 1 OS=Mus musculus OX=10090 GN=Etfrf1 PE=1 SV=1	0.805705185	0.087943586
Q58DZ3	Rpl30	MCG20799 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=1	0.045442971	0.999999996
Q8VCL2	Sco2	Protein SCO2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Sco2 PE=1 SV=1	2.051372102	1.39E-07
Q3TH64	Cyb5b	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cyb5b PE=2 SV=1	1.243059706	0.000104753
Q9R0Y5	Ak1	Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	-1.061902439	0.061074184
B9EIE8	Lyrm7	LYR motif containing 7 OS=Mus musculus OX=10090 GN=Lyrm7 PE=2 SV=1	1.526068812	8.99E-06
O09111	Ndufb11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb11 PE=1 SV=2	-1.577766999	9.16E-06
Q63918	Cavin2	Caveolae-associated protein 2 OS=Mus musculus OX=10090 GN=Cavin2 PE=1 SV=3	-0.577766999	0.999999996
Q5FW97	EG433182	Enolase 1, alpha non-neuron OS=Mus musculus OX=10090 GN=EG433182 PE=1 SV=1	1.006477564	0.129074926
Q9DCT8	Crip2	Cysteine-rich protein 2 OS=Mus musculus OX=10090 GN=Crip2 PE=1 SV=1	-0.181149439	0.999999996
Q3URS9	Ccdc51	Coiled-coil domain-containing protein 51 OS=Mus musculus OX=10090 GN=Ccdc51 PE=1 SV=1	1.115033243	0.007027876
Q3TLP8	Rac1	RAS-related C3 botulinum substrate 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1	1.09963185	0.000499197
Q4VAG4	Rpl22	MCG12304 OS=Mus musculus OX=10090 GN=Rpl22 PE=1 SV=1	1.3305584	0.015678883
Q8R2Y8	Ptrh2	Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptrh2 PE=1 SV=1	0.963474124	0.006658925
P35700	Prdx1	Peroxiredoxin-1 OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=1	-0.074000581	0.999999996
Q9CY16	Mrps28	28S ribosomal protein S28, mitochondrial OS=Mus musculus OX=10090 GN=Mrps28 PE=1 SV=1	1.028569152	0.313645864
Q80V08	Rpl17	Rpl17 protein (Fragment) OS=Mus musculus OX=10090 GN=Rpl17 PE=2 SV=1	0.555816155	0.07628426
P56382	Atp5f1e	ATP synthase subunit epsilon, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1e PE=1 SV=2	1.372952098	0.816141522
Q8R0N6	Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2	0.752748591	0.164496259
Q58EW0	Rpl18	MCG132477, isoform CRA_a OS=Mus musculus OX=10090 GN=Rpl18 PE=1 SV=1	0.46048047	0.513139881
Q71LX8	Hsp90ab1	Heat shock protein 84b OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=1	-0.465938398	0.999999996
Q8BYL4	Yars2	Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Yars2 PE=1 SV=2	1.89219671	0.001906188
Q9CQJ1	Higd2a	HIG1 domain family member 2A OS=Mus musculus OX=10090 GN=Higd2a PE=3 SV=1	-0.839079812	0.457209615
P63030	Mpc1	Mitochondrial pyruvate carrier 1 OS=Mus musculus OX=10090 GN=Mpc1 PE=1 SV=1	0.587845009	0.401697841
P09103	P4hb	Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2	1.239398042	0.000759999
P14115	Rpl27a	60S ribosomal protein L27a OS=Mus musculus OX=10090 GN=Rpl27a PE=1 SV=5	0.385154897	0.430983153
Q9CXJ1	Ears2	Probable glutamate--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Ears2 PE=1 SV=1	2.504366151	1.43E-06
P62983	Rps27a	Ubiquitin-40S ribosomal protein S27a OS=Mus musculus OX=10090 GN=Rps27a PE=1 SV=2	0.392866916	0.494568361
Q5SX50	Pfn1	Profilin OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=1	1.173127433	0.000129407
Q78J03	Msrb2	Methionine-R-sulfoxide reductase B2, mitochondrial OS=Mus musculus OX=10090 GN=Msrb2 PE=1 SV=1	0.067638717	0.999999996
Q3UFX6	Mgll	Uncharacterized protein OS=Mus musculus OX=10090 GN=Mgll PE=2 SV=1	0.169925001	0.999999996
P05213	Tuba1b	Tubulin alpha-1B chain OS=Mus musculus OX=10090 GN=Tuba1b PE=1 SV=2	-0.50021788	0.999999996
A0A0R4J081	Ndufaf1	Complex I intermediate-associated protein 30, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf1 PE=1 SV=1	0.935836874	0.00448222
E9Q1G8	Septin7	Septin-7 OS=Mus musculus OX=10090 GN=Sept7 PE=1 SV=2	0.872631791	0.085635872
Q9DCB8	Isca2	Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca2 PE=1 SV=2	1.759155834	3.22E-06
Q5SVI8	Myl7	Myosin, light polypeptide 7, regulatory OS=Mus musculus OX=10090 GN=Myl7 PE=1 SV=1	-1.104697379	0.283309991
E9QMK9	Dglucy	D-glutamate cyclase, mitochondrial OS=Mus musculus OX=10090 GN=Dglucy PE=1 SV=1	0.005759269	0.999999996
A4QPC5	Cma1	Chymase OS=Mus musculus OX=10090 GN=Cma1 PE=1 SV=1	0.827819025	0.461133924
Q9JIK9	Mrps34	28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1	1.333996118	2.75E-05
Q3TXE5	Canx	Uncharacterized protein OS=Mus musculus OX=10090 GN=Canx PE=2 SV=1	2.071762669	0.00833112
P10493	Nid1	Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2	0.282143229	0.902546567
Q8R035	Mrpl58	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl58 PE=1 SV=1	1.488515009	0.000394464
Q8K2Q5	Chchd7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Mus musculus OX=10090 GN=Chchd7 PE=1 SV=1	0.77483976	0.029069818
Q9CZL5	Pcbd2	Pterin-4-alpha-carbinolamine dehydratase 2 OS=Mus musculus OX=10090 GN=Pcbd2 PE=1 SV=2	3.064193062	0.005251832
K3W4R2	Myh14	Myosin-14 OS=Mus musculus OX=10090 GN=Myh14 PE=1 SV=1	NA	
Q6XPS7	Tha1	L-threonine aldolase OS=Mus musculus OX=10090 GN=Tha1 PE=1 SV=1	2.295723025	1.54E-05
P38060	Hmgcl	Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Hmgcl PE=1 SV=2	1.385154897	0.091355756
Q91VA6	Poldip2	Polymerase delta-interacting protein 2 OS=Mus musculus OX=10090 GN=Poldip2 PE=1 SV=1	1.921436331	0.000728338
Q3UH59	Myh10	Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=1	1.022900402	0.337173903
Q3TSV1	Dcn	Decorin OS=Mus musculus OX=10090 GN=Dcn PE=2 SV=1	-0.597277823	0.265658638
P43275	Hist1h1a	Histone H1.1 OS=Mus musculus OX=10090 GN=Hist1h1a PE=1 SV=2	0.101650076	0.958278981
Q3U3J6	Surf1	SURF1-like protein OS=Mus musculus OX=10090 GN=Surf1 PE=2 SV=1	1.025028794	0.004099749
Q3U816	Htatip2	Oxidoreductase HTATIP2 OS=Mus musculus OX=10090 GN=Htatip2 PE=1 SV=1	4.432424977	4.05E-06
B2RPU8	Zbed5	MCG130675 OS=Mus musculus OX=10090 GN=Zbed5 PE=1 SV=1	0.224040274	0.999999996
P08752	Gnai2	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus OX=10090 GN=Gnai2 PE=1 SV=5	0.695993813	0.146792264
Q8BMK4	Ckap4	Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2	1.044743821	0.280843649
P08074	Cbr2	Carbonyl reductase [NADPH] 2 OS=Mus musculus OX=10090 GN=Cbr2 PE=1 SV=1	0.296310561	0.646289191
B9EKB0	Lamb1	Laminin B1 subunit 1 OS=Mus musculus OX=10090 GN=Lamb1 PE=2 SV=1	-0.179514657	0.787990439
A3KG59	Pm20d2	Peptidase M20 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pm20d2 PE=1 SV=1	1.612116552	0.270472101
Q3UA17	Mtch2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Mtch2 PE=2 SV=1	0.488515009	0.390081637
Q6ZWV7	Rpl35	60S ribosomal protein L35 OS=Mus musculus OX=10090 GN=Rpl35 PE=1 SV=1	0.079975377	0.947499065
P62281	Rps11	40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3	-0.069451881	0.999999996
Q9CQN7	Mrpl41	39S ribosomal protein L41, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl41 PE=1 SV=1	0.714575239	0.001863392
Q8R3F5	Mcat	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3	1.746312766	0.000313972
Q80XB4	Nrap	Nebulin-related-anchoring protein OS=Mus musculus OX=10090 GN=Nrap PE=1 SV=3	2.626672753	0.001474403
A0A0R4J0I1	Serpina3k	MCG1051009 OS=Mus musculus OX=10090 GN=Serpina3k PE=1 SV=1	-1.446148032	0.55453863
Q3UJR3	Htra2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Htra2 PE=2 SV=1	1.641546029	0.000460875
Q9CPU4	Mgst3	Microsomal glutathione S-transferase 3 OS=Mus musculus OX=10090 GN=Mgst3 PE=1 SV=1	0.5360529	0.871702317
Q9CZI5	Rps23	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rps23 PE=2 SV=1	0.564622052	0.045246344
P99027	Rplp2	60S acidic ribosomal protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3	1.075874867	0.668325889
Q9CZD3	Gars	Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1	2.796805381	0.025184007
Q9D2R6	Coa3	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coa3 PE=1 SV=1	1.067638717	6.91E-05
P15116	Cdh2	Cadherin-2 OS=Mus musculus OX=10090 GN=Cdh2 PE=1 SV=2	-0.977099598	0.111739071
Q920A7	Afg3l1	AFG3-like protein 1 OS=Mus musculus OX=10090 GN=Afg3l1 PE=1 SV=2	2.107353098	0.000285792
P42208	Septin2	Septin-2 OS=Mus musculus OX=10090 GN=Sept2 PE=1 SV=2	1.584481522	0.009778793
Q91YP0	L2hgdh	L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=L2hgdh PE=1 SV=1	0.684369929	0.0072689
P63101	Ywhaz	14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1	0.553851968	0.661823297
B9EK92	Rasip1	Ras interacting protein 1 OS=Mus musculus OX=10090 GN=Rasip1 PE=2 SV=1	0.990591873	0.040805631
Q3TN61	Rhoa	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rhoa PE=2 SV=1	1.233274539	0.004277176
Q99N93	Mrpl16	39S ribosomal protein L16, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl16 PE=1 SV=1	1.349365278	1.76E-05
Q9D7N6	Mrpl30	39S ribosomal protein L30, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl30 PE=1 SV=1	1.875386905	0.001488899
Q62446	Fkbp3	Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2	-0.114035243	0.974666594
Q9CPX8	Uqcr11	Cytochrome b-c1 complex subunit 10 OS=Mus musculus OX=10090 GN=Uqcr11 PE=3 SV=1	0.071762669	0.999999996
Q5CZY9	Rps16	Rps16 protein OS=Mus musculus OX=10090 GN=Rps16 PE=2 SV=1	0.539034703	0.553854932
Q8K215	Lyrm4	LYR motif-containing protein 4 OS=Mus musculus OX=10090 GN=Lyrm4 PE=1 SV=1	2.144699025	0.000805725
P62242	Rps8	40S ribosomal protein S8 OS=Mus musculus OX=10090 GN=Rps8 PE=1 SV=2	-0.048412205	0.999999996
A0A1S6GWG0	Mff	Uncharacterized protein OS=Mus musculus OX=10090 GN=Mff PE=2 SV=1	-0.017417053	0.985599091
Q80YQ1	Thbs1	Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1	-1.365871442	0.999999996
Q5EBQ6	Rpl9	MCG10266, isoform CRA_a OS=Mus musculus OX=10090 GN=Rpl9 PE=1 SV=1	0.267835392	0.999999996
Q9CR59	Gadd45gip1	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Mus musculus OX=10090 GN=Gadd45gip1 PE=1 SV=1	0.974529312	0.000977109
Q02257	Jup	Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3	1.43349364	0.007681503
D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1	1.366811773	0.241265488
Q8C9M6	Uncharacterized protein Q8C9M6 	Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1	0.961252884	0.003424313
P24369	Ppib	Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2	0.890641244	0.050386174
E9Q401	Ryr2	Ryanodine receptor 2 OS=Mus musculus OX=10090 GN=Ryr2 PE=1 SV=1	-0.045431429	0.999999996
Q3U900	Rpn1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Rpn1 PE=2 SV=1	0.679874148	0.281787463
Q3U111	Rdx	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rdx PE=2 SV=1	1.288653864	0.125326695
Q9D1N9	Mrpl21	39S ribosomal protein L21, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl21 PE=1 SV=1	1.395611249	2.27E-05
Q8BGC4	Zadh2	Prostaglandin reductase-3 OS=Mus musculus OX=10090 GN=Zadh2 PE=1 SV=1	0.824564212	0.00993917
A0A0R4J0Q5	Lmnb2	Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=1	3.166233395	0.00028707
Q78YY6	Dnajc15	DnaJ homolog subfamily C member 15 OS=Mus musculus OX=10090 GN=Dnajc15 PE=1 SV=1	-0.954557029	0.999999996
Q52L50	Rap1b	RAS related protein 1b, isoform CRA_a OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=1	0.803227036	0.012587545
Q3U8Y1	Mrps11	28S ribosomal protein S11, mitochondrial OS=Mus musculus OX=10090 GN=Mrps11 PE=1 SV=1	1.322505058	8.31E-05
A0A1L1SQ51	Tln2	Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1	-0.224317298	0.999999996
Q8VCF0	Mavs	Mitochondrial antiviral-signaling protein OS=Mus musculus OX=10090 GN=Mavs PE=1 SV=1	-0.288064643	0.677360538
Q9D0G0	Mrps30	28S ribosomal protein S30, mitochondrial OS=Mus musculus OX=10090 GN=Mrps30 PE=1 SV=1	1.080657663	0.112975311
Q8BGX2	Timm29	Mitochondrial import inner membrane translocase subunit Tim29 OS=Mus musculus OX=10090 GN=Timm29 PE=1 SV=1	0.973060173	0.016283925
Q8BFP9	Pdk1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial OS=Mus musculus OX=10090 GN=Pdk1 PE=1 SV=2	0.98550043	0.014372252
Q3U850	Rpl5	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl5 PE=2 SV=1	0.159629186	0.999999996
V9GXX2	Mlip	Muscular LMNA-interacting protein OS=Mus musculus OX=10090 GN=Mlip PE=1 SV=1	0.115033243	0.999999996
Q9JHW2	Nit2	Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1	1.313826296	0.024510341
Q9D0Q7	Mrpl45	39S ribosomal protein L45, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl45 PE=1 SV=1	1.5360529	0.000520317
B2RQQ8	Col4a2	Collagen, type IV, alpha 2 OS=Mus musculus OX=10090 GN=Col4a2 PE=1 SV=1	0.291603558	0.072957366
Q9DC77	Smpx	Small muscular protein OS=Mus musculus OX=10090 GN=Smpx PE=1 SV=2	-0.4639471	0.37046828
Q8VDT9	Mrpl50	39S ribosomal protein L50, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl50 PE=1 SV=2	1.082702589	0.00085398
Q4FZE6	Rps7	40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1	-0.305788392	0.999999996
Q3TA14	Cd36	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cd36 PE=2 SV=1	0.202887833	0.999999996
O88967	Yme1l1	ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1	1.266636643	0.000518335
O35143	ATP5IF1	ATPase inhibitor, mitochondrial OS=Mus musculus OX=10090 GN=ATP5IF1 PE=1 SV=2	6.64385619	
Q3UBZ3	Capza2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Capza2 PE=2 SV=1	-0.078563669	0.999999996
Q3TJ21	Pycr2	Pyrroline-5-carboxylate reductase OS=Mus musculus OX=10090 GN=Pycr2 PE=2 SV=1	6.64385619	
Q059G7	Mrps21	MCG16762, isoform CRA_a OS=Mus musculus OX=10090 GN=Mrps21 PE=1 SV=1	2.438559007	1.39E-07
Q544Y7	Cfl1	Cofilin 1, non-muscle OS=Mus musculus OX=10090 GN=Cfl1 PE=2 SV=1	1.062121712	0.338554028
Q8R127	Sccpdh	Saccharopine dehydrogenase-like oxidoreductase OS=Mus musculus OX=10090 GN=Sccpdh PE=1 SV=1	0.913033	0.303523444
G3X9J1	Slc8a1	Sodium/calcium exchanger 1 OS=Mus musculus OX=10090 GN=Slc8a1 PE=1 SV=1	1.535057595	0.0024818
Q3TJS0	Flot1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Flot1 PE=2 SV=1	1.801158656	0.007593184
Q9CZ83	Mrpl55	39S ribosomal protein L55, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl55 PE=1 SV=1	1.574828124	0.00104579
Q8BGY7	Fam210a	Protein FAM210A OS=Mus musculus OX=10090 GN=Fam210a PE=1 SV=1	0.343692069	0.622934105
Q80Y14	Glrx5	Glutaredoxin-related protein 5, mitochondrial OS=Mus musculus OX=10090 GN=Glrx5 PE=1 SV=2	1.401630467	0.000562196
Q3UKW2	Calm1	Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1	0.271425676	0.999999996
P27659	Rpl3	60S ribosomal protein L3 OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=3	1.796182411	1.44E-06
A0A0R4IZX2	Slc9a3r2	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Mus musculus OX=10090 GN=Slc9a3r2 PE=1 SV=1	0.10701825	0.977011632
Q3UUI3	Them4	Acyl-coenzyme A thioesterase THEM4 OS=Mus musculus OX=10090 GN=Them4 PE=1 SV=1	1.636450617	0.000848736
P29391	Ftl1	Ferritin light chain 1 OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=2	1.216610069	0.172397278
Q8CBY0	Gatc	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Mus musculus OX=10090 GN=Gatc PE=1 SV=1	1.071076162	0.008687836
Q3U3G8	Serhl	Serine hydrolase-like protein OS=Mus musculus OX=10090 GN=Serhl PE=1 SV=1	1.210388864	0.000325148
Q9CPW2	Fdx2	Ferredoxin-2, mitochondrial OS=Mus musculus OX=10090 GN=Fdx2 PE=1 SV=1	0.916094423	0.245441997
Q3TML0	Pdia6	Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=1	-0.446148032	0.737474289
I3ITR1	AK157302	MCG50313 OS=Mus musculus OX=10090 GN=AK157302 PE=4 SV=1	0.979659552	0.020124795
P21981	Tgm2	Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4	-0.036525876	0.999999996
Q9CR24	Nudt8	Nucleoside diphosphate-linked moiety X motif 8 OS=Mus musculus OX=10090 GN=Nudt8 PE=1 SV=1	1.971589536	3.83E-08
Q8CEE7	Rdh13	Retinol dehydrogenase 13 OS=Mus musculus OX=10090 GN=Rdh13 PE=1 SV=1	0.520045024	0.512520274
Q8K199	Cmc2	COX assembly mitochondrial protein 2 homolog OS=Mus musculus OX=10090 GN=Cmc2 PE=3 SV=1	-0.092340172	0.999999996
Q9CPY1	Mrpl51	39S ribosomal protein L51, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl51 PE=1 SV=1	1.591679417	5.65E-07
Q8VIJ6	Sfpq	Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1	2.031395196	0.154711612
P56393	Cox7b	Cytochrome c oxidase subunit 7B, mitochondrial OS=Mus musculus OX=10090 GN=Cox7b PE=3 SV=1	-0.204233052	0.931003369
Q3U8M3	Rpl37a	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl37a PE=2 SV=1	1.062812492	0.127909034
P08226	Apoe	Apolipoprotein E OS=Mus musculus OX=10090 GN=Apoe PE=1 SV=2	0	0.993568597
E9PYH2	Acot7	Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus OX=10090 GN=Acot7 PE=1 SV=1	2.869476634	0.000278641
Q3TFG3	Eif4a1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Eif4a1 PE=2 SV=1	-0.579921884	0.999999996
P0DN34	Ndufb1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 OS=Mus musculus OX=10090 GN=Ndufb1 PE=1 SV=1	-0.502259911	0.053641918
C5H0E8	Gm9392	Rap1A-retro1 OS=Mus musculus OX=10090 GN=Gm9392 PE=2 SV=1	1.905735978	0.014730613
G3X9M0	Dap3	28S ribosomal protein S29, mitochondrial OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1	2.325961996	5.39E-07
Q3T9B4	Rexo2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rexo2 PE=2 SV=1	1.296310561	0.188555316
Q9CR98	Fam136a	Protein FAM136A OS=Mus musculus OX=10090 GN=Fam136a PE=1 SV=1	3.721044488	0.00055964
Q3TXD3	Vat1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Vat1 PE=2 SV=1	0.200378798	0.947499065
Q8C5Q4	Grsf1	G-rich sequence factor 1 OS=Mus musculus OX=10090 GN=Grsf1 PE=1 SV=2	1.02219024	0.528213547
P36552	Cpox	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Cpox PE=1 SV=2	1.66402766	0.006274184
Q61171	Prdx2	Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3	-0.268816758	0.643575725
Q9CQV5	Mrps24	28S ribosomal protein S24, mitochondrial OS=Mus musculus OX=10090 GN=Mrps24 PE=1 SV=1	3.098621677	0.00034293
P47757	Capzb	F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=3	0.020057652	0.999999996
O70571	Pdk4	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial OS=Mus musculus OX=10090 GN=Pdk4 PE=1 SV=1	-0.244685096	0.999999996
A2AIL4	Ndufaf6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Mus musculus OX=10090 GN=Ndufaf6 PE=1 SV=1	-0.109358756	0.977011632
B9EJR4	Hax1	HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=1 SV=1	0.727702673	0.776838831
Q3THT9	Mrps18b	Uncharacterized protein OS=Mus musculus OX=10090 GN=Mrps18b PE=2 SV=1	1.63784206	0.029646887
E9Q1L7	Dnajc28	DnaJ homolog subfamily C member 28 OS=Mus musculus OX=10090 GN=Dnajc28 PE=1 SV=1	0.212880566	0.999999996
Q3TSQ1	Atp1b1	Sodium/potassium-transporting ATPase subunit beta OS=Mus musculus OX=10090 GN=Atp1b1 PE=2 SV=1	1.050327554	0.156626114
Q9CQE3	Mrps17	28S ribosomal protein S17, mitochondrial OS=Mus musculus OX=10090 GN=Mrps17 PE=1 SV=1	1.092883966	0.00833112
Q9JKL4	Ndufaf3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Mus musculus OX=10090 GN=Ndufaf3 PE=1 SV=1	1.153156788	0.02300578
Q3U7Z6	Pgam1	Phosphoglycerate mutase OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=1	NA	
G5E8T9	Hagh	Hydroxyacyl glutathione hydrolase OS=Mus musculus OX=10090 GN=Hagh PE=1 SV=1	2.152183419	0.130175649
P59017	Bcl2l13	Bcl-2-like protein 13 OS=Mus musculus OX=10090 GN=Bcl2l13 PE=1 SV=2	-0.01887801	0.921342389
E9QA15	Cald1	Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1	0.745022149	0.985599091
Q8R472	Higd1a	HIG1 domain family member 1A, mitochondrial OS=Mus musculus OX=10090 GN=Higd1a PE=1 SV=1	0.155749233	0.999999996
D3Z7Q2	Smim20	Small integral membrane protein 20 OS=Mus musculus OX=10090 GN=Smim20 PE=1 SV=1	0.102993993	0.999999996
