GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
201229	LYRM9	LYR motif containing 9	C17orf108, A8MSI8	8	1%	"targetP signal, mito protein domain+, MS/MS"	cerebellum, heart, adipose, testis
53917	RAB24	"RAB24, member RAS oncogene family"	Q969Q5	8	2%	"mito protein domain, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, stomach, testis
25973	PARS2	"prolyl-tRNA synthetase 2, mitochondrial (putative)"	MT-PRORS, Q7L3T8	8	2%	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	smallintestine, largeintestine, stomach
122704	MRPL52	mitochondrial ribosomal protein L52	Q86TS9	8	2%	"literature, APEX_matrix, targetP signal, coexpression, MS/MS"	cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
80324	PUS1	pseudouridylate synthase 1	MLASA1, Q9Y606	8	2%	"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	none
55739	CARKD	carbohydrate kinase domain containing	LP3298, Q8IW45	8	2%	"GFP, targetP signal, mito protein domain, MS/MS++"	all 14
2806	GOT2	"glutamic-oxaloacetic transaminase 2, mitochondrial"	KAT4, KATIV, mitAAT, P00505	8	2%	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	all 14
4537	ND3	"NADH dehydrogenase, subunit 3 (complex I)"	MTND3, P03897	8	1%	"literature, Rickettsial homolog, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
84680	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	ACS, PHACS, Q96QU6	8	1%	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	none
51651	PTRH2	peptidyl-tRNA hydrolase 2	BIT1, PTH2, Q9Y3E5	8	2%	"literature, yeast mito homolog, mito protein domain, MS/MS++"	all 14
9489	PGS1	phosphatidylglycerophosphate synthase 1	Q32NB8	8	2%	"targetP signal, yeast mito homolog++, mito protein domain"	cerebrum, spinalcord, placenta
55074	OXR1	oxidation resistance 1	TLDC3, Q8N573	8	2%	"literature, yeast mito homolog+, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem
127018	LYPLAL1	lysophospholipase-like 1	Q5VWZ2	8	2%	"mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, placenta, testis
54943	DNAJC28	"DnaJ (Hsp40) homolog, subfamily C, member 28"	C21orf55, C21orf78, Q9NX36	8	2%	"Rickettsial homolog, mito protein domain, coexpression+"	stomach
9446	GSTO1	glutathione S-transferase omega 1	GSTO 1-1, GSTTLp28, HEL-S-21, P28, SPG-R, P78417	8	2%	"Rickettsial homolog, mito protein domain, induction"	smallintestine, stomach, placenta
2356	FPGS	folylpolyglutamate synthase	Q05932	8	2%	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	none
374882	TMEM205	transmembrane protein 205	UNQ501, Q6UW68	8	2%	"yeast mito homolog, mito protein domain+, coexpression"	liver, adipose
401612	SLC25A53	"solute carrier family 25, member 53"	MCART6, Q5H9E4	8	2%	"yeast mito homolog+, mito protein domain+"	testis
150209	AIFM3	"apoptosis-inducing factor, mitochondrion-associated, 3"	AIFL, Q96NN9	8	2%	"literature, yeast mito homolog, Rickettsial homolog, mito protein domain+"	none
4257	MGST1	microsomal glutathione S-transferase 1	GST12, MGST, MGST-I, P10620	8	2%	"mito protein domain, coexpression, MS/MS++"	cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
154664	ABCA13	"ATP-binding cassette, sub-family A (ABC1), member 13"	Q86UQ4	8	2%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, brainstem, spinalcord, kidney, liver, adipose
51537	MTFP1	mitochondrial fission process 1	MTP18, Q9UDX5	8	2%	"literature, induction, coexpression, MS/MS+"	all 14
10381	TUBB3	"tubulin, beta 3 class III"	CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4, Q13509	8	2%	"Rickettsial homolog, mito protein domain+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis
51287	COA4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	CHCHD8, CMC3, E2IG2, Q9NYJ1	8	2%	"yeast mito homolog++, mito protein domain, MS/MS"	placenta
60491	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	ALS2CR1, CALS-7, Q9GZT8	8	2%	"APEX_matrix, targetP signal, yeast mito homolog, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis
126789	PUSL1	pseudouridylate synthase-like 1	Q8N0Z8	8	2%	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain"	cerebrum, spinalcord, largeintestine, placenta
113675	SDSL	serine dehydratase-like	SDH 2, SDS-RS1, TDH, Q96GA7	8	2%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	none
581	BAX	BCL2-associated X protein	BCL2L4, Q07812	8	2%	"literature, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, adipose, largeintestine, placenta, testis
57506	MAVS	mitochondrial antiviral signaling protein	CARDIF, IPS-1, IPS1, VISA, Q7Z434	8	2%	"literature, induction, coexpression+, MS/MS"	brainstem, skeletalmuscle, adipose, placenta, testis
64745	METTL17	methyltransferase like 17	METT11D1, Q9H7H0	8	2%	"GFP, yeast mito homolog++, mito protein domain+"	none
32	ACACB	acetyl-CoA carboxylase beta	ACC2, ACCB, HACC275, O00763	7	2%	"Rickettsial homolog, mito protein domain, coexpression+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis
384	ARG2	arginase 2	P78540	7	2%	"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS"	kidney, adipose, smallintestine, largeintestine, placenta
55149	MTPAP	mitochondrial poly(A) polymerase	PAPD1, SPAX4, Q9NVV4	7	2%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction"	cerebrum, cerebellum, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
79714	CCDC51	coiled-coil domain containing 51	Q96ER9	7	2%	"APEX_matrix, targetP signal, MS/MS++"	all 14
79783	SUGCT	succinylCoA:glutarate-CoA transferase	C7orf10, DERP13, ORF19, Q9HAC7	7	2%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	kidney, liver, testis
10059	DNM1L	dynamin 1-like	DLP1, DRP1, DVLP, DYMPLE, EMPF, HDYNIV, O00429	7	2%	"literature, yeast mito homolog+, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord
4898	NRD1	nardilysin (N-arginine dibasic convertase)	hNRD1, hNRD2, O43847	7	2%	"targetP signal, Rickettsial homolog, mito protein domain+"	testis
55863	TMEM126B	transmembrane protein 126B	Q8IUX1	7	2%	"targetP signal, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
387338	NSUN4	"NOP2/Sun domain family, member 4"	RP4-603I14.2, SHTAP, Q96CB9	7	2%	"APEX_matrix, targetP signal, mito protein domain, induction, coexpression"	placenta
79611	ACSS3	acyl-CoA synthetase short-chain family member 3	Q9H6R3	7	2%	"Rickettsial homolog, mito protein domain, MS/MS"	kidney, liver, adipose, placenta, testis
116151	FAM210B	"family with sequence similarity 210, member B"	5A3, C20orf108, dJ1167H4.1, Q96KR6	7	2%	"targetP signal, yeast mito homolog, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
79863	RBFA	ribosome binding factor A (putative)	C18orf22, HsT169, Q8N0V3	7	2%	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression"	none
493856	CISD2	CDGSH iron sulfur domain 2	ERIS, Miner1, NAF-1, WFS2, ZCD2, Q8N5K1	7	2%	"literature, mito protein domain, induction, coexpression"	testis
254042	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	MAP 1D, MAP1D, MetAP 1D, Metap1l, Q6UB28	7	2%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
10768	AHCYL1	adenosylhomocysteinase-like 1	DCAL, IRBIT, PRO0233, XPVKONA, O43865	7	2%	"targetP signal, mito protein domain+, induction"	brainstem, spinalcord, smallintestine, stomach
25934	NIPSNAP3A	nipsnap homolog 3A (C. elegans)	NIPSNAP4, TASSC, Q9UFN0	7	2%	"APEX_matrix, targetP signal+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
64757	MARC1	mitochondrial amidoxime reducing component 1	MOSC1, Q5VT66	7	2%	"mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
139341	FUNDC1	FUN14 domain containing 1	Q8IVP5	7	2%	"yeast mito homolog, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, testis
2180	ACSL1	acyl-CoA synthetase long-chain family member 1	ACS1, FACL1, FACL2, LACS, LACS1, LACS2, P33121	7	2%	"Rickettsial homolog, mito protein domain, coexpression"	all 14
116228	COX20	COX20 cytochrome C oxidase assembly factor	FAM36A, Q5RI15	7	2%	"literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS"	all 14
83693	HSDL1	hydroxysteroid dehydrogenase like 1	SDR12C3, Q3SXM5	7	2%	"GFP, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis
874	CBR3	carbonyl reductase 3	HEL-S-25, SDR21C2, hCBR3, O75828	7	2%	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, spinalcord, adipose, smallintestine, largeintestine, stomach
130916	MTERFD2	MTERF domain containing 2	MTERF4, Q7Z6M4	7	2%	"APEX_matrix, targetP signal, mito protein domain+, coexpression"	none
390916	NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	RP2, A8MXV4	7	2%	"APEX_matrix, targetP signal, mito protein domain, induction"	kidney, liver, largeintestine, placenta
50865	HEBP1	heme binding protein 1	HBP, HEBP, Q9NRV9	7	2%	"APEX_IMS, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, liver, adipose, placenta
192111	PGAM5	phosphoglycerate mutase family member 5	BXLBV68, Q96HS1	7	2%	"APEX_IMS, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis
114971	PTPMT1	"protein tyrosine phosphatase, mitochondrial 1"	DUSP23, MOSP, PLIP, Q8WUK0	7	2%	"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++"	all 14
1841	DTYMK	deoxythymidylate kinase (thymidylate kinase)	CDC8, PP3731, TMPK, TYMK, P23919	7	2%	"Rickettsial homolog, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
3735	KARS	lysyl-tRNA synthetase	CMTRIB, DFNB89, KARS1, KARS2, KRS, Q15046	7	2%	"literature, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
6770	STAR	steroidogenic acute regulatory protein	STARD1, P49675	7	2%	"literature, targetP signal, mito protein domain, coexpression, MS/MS"	testis
131118	DNAJC19	"DnaJ (Hsp40) homolog, subfamily C, member 19"	PAM18, TIM14, TIMM14, Q96DA6	7	2%	"literature, APEX_matrix, mito protein domain, MS/MS++"	all 14
3145	HMBS	hydroxymethylbilane synthase	PBG-D, PBGD, PORC, UPS, P08397	7	2%	"targetP signal, Rickettsial homolog, induction, coexpression"	none
5009	OTC	ornithine carbamoyltransferase	OCTD, P00480	7	2%	"literature, targetP signal, mito protein domain, MS/MS+"	cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
9167	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	COX7AR, COX7RP, EB1, SIG81, O14548	7	2%	"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+"	all 14
51001	MTERFD1	MTERF domain containing 1	mTERF3, Q96E29	7	2%	"literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression"	none
118980	SFXN2	sideroflexin 2	Q96NB2	7	2%	"mito protein domain+, coexpression"	kidney, liver, adipose, largeintestine, stomach, placenta, testis
2194	FASN	fatty acid synthase	FAS, OA-519, SDR27X1, P49327	7	2%	"Rickettsial homolog, mito protein domain, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis
65018	PINK1	PTEN induced putative kinase 1	BRPK, PARK6, Q9BXM7	6	2%	"literature, targetP signal+, mito protein domain, coexpression"	none
80775	TMEM177	transmembrane protein 177	Q53S58	6	2%	"targetP signal, coexpression, MS/MS"	cerebrum, adipose, stomach, placenta, testis
7296	TXNRD1	thioredoxin reductase 1	GRIM-12, TR, TR1, TRXR1, TXNR, Q16881	6	2%	"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	skeletalmuscle, smallintestine, placenta, testis
79896	THNSL1	threonine synthase-like 1 (S. cerevisiae)	TSH1, Q8IYQ7	6	2%	"APEX_matrix, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis
2542	SLC37A4	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	G6PT1, G6PT2, G6PT3, GSD1b, GSD1c, GSD1d, TRG-19, TRG19, O43826	6	2%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	liver
3422	IDI1	isopentenyl-diphosphate delta isomerase 1	IPP1, IPPI1, Q13907	6	3%	"targetP signal, mito protein domain, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
2224	FDPS	farnesyl diphosphate synthase	FPPS, FPS, P14324	6	3%	"targetP signal, mito protein domain, MS/MS+"	liver, adipose, smallintestine, largeintestine, placenta
7156	TOP3A	topoisomerase (DNA) III alpha	TOP3, Q13472	6	3%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain"	testis
94033	FTMT	ferritin mitochondrial	MTF, Q8N4E7	6	3%	"literature, targetP signal+, mito protein domain, MS/MS"	testis
92483	LDHAL6B	lactate dehydrogenase A-like 6B	LDH6B, LDHAL6, LDHL, Q9BYZ2	6	3%	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
6311	ATXN2	ataxin 2	ASL13, ATX2, SCA2, TNRC13, Q99700	6	3%	"targetP signal, mito protein domain, coexpression"	liver, largeintestine
9650	MTFR1	mitochondrial fission regulator 1	CHPPR, FAM54A2, Q15390	6	3%	"literature, targetP signal, mito protein domain+, coexpression"	none
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	DDAH, HEL-S-16, O94760	6	3%	"targetP signal, mito protein domain+, coexpression"	placenta, testis
23786	BCL2L13	BCL2-like 13 (apoptosis facilitator)	BCL-RAMBO, Bcl2-L-13, MIL1, Q9BXK5	6	3%	"literature, mito protein domain, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
54931	TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae)	HNYA, MRPP1, RG9MTD1, Q7L0Y3	6	3%	"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression"	largeintestine, placenta
11332	ACOT7	acyl-CoA thioesterase 7	ACH1, ACT, BACH, CTE-II, LACH, LACH1, RP1-120G22.10, hBACH, O00154	6	3%	"targetP signal+, mito protein domain, induction"	brainstem, spinalcord, adipose, largeintestine
51106	TFB1M	"transcription factor B1, mitochondrial"	CGI75, RP11-477D19.2, mtTFB, mtTFB1, Q8WVM0	6	3%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+"	brainstem, largeintestine, placenta, testis
381	ARF5	ADP-ribosylation factor 5	P84085	6	3%	"targetP signal, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
55013	CCDC109B	coiled-coil domain containing 109B	MCUb, Q9NWR8	6	3%	"literature, targetP signal, mito protein domain+"	placenta
56652	C10orf2	chromosome 10 open reading frame 2	ATXN8, IOSCA, MTDPS7, PEO, PEO1, PEOA3, SANDO, SCA8, TWINL, Q96RR1	6	3%	"literature, APEX_matrix, targetP signal, induction, coexpression"	none
27249	MMADHC	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"	C2orf25, CL25022, cblD, Q9H3L0	6	3%	"APEX_matrix, targetP signal, induction, coexpression"	none
221120	ALKBH3	"alkB, alkylation repair homolog 3 (E. coli)"	ABH3, DEPC-1, DEPC1, PCA1, Q96Q83	6	3%	"targetP signal, mito protein domain, induction, coexpression"	none
29920	PYCR2	"pyrroline-5-carboxylate reductase family, member 2"	P5CR2, Q96C36	6	3%	"APEX_matrix, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis
6222	RPS18	ribosomal protein S18	D6S218E, HKE3, KE-3, KE3, S18, P62269	6	3%	"yeast mito homolog, Rickettsial homolog, mito protein domain"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
100131187	TSTD1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1	KAT, Q8NFU3	6	3%	"Rickettsial homolog, mito protein domain, MS/MS"	kidney, smallintestine, largeintestine
51109	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	ARSDR1, CGI82, HCBP12, MDT1, PSDR1, RALR1, SCALD, SDR7C1, Q8TC12	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	testis
27129	HSPB7	"heat shock 27kDa protein family, member 7 (cardiovascular)"	cvHSP, Q9UBY9	6	3%	"targetP signal+, mito protein domain, induction"	none
57149	LYRM1	LYR motif containing 1	A211C6.1, O43325	6	3%	"GFP, mito protein domain+, MS/MS"	brainstem, testis
114876	OSBPL1A	oxysterol binding protein-like 1A	ORP-1, ORP1, OSBPL1B, Q9BXW6	6	3%	"Rickettsial homolog, mito protein domain, induction, MS/MS"	cerebrum, liver, largeintestine, placenta
9401	RECQL4	RecQ protein-like 4	RECQ4, O94761	6	3%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
100131801	PET100	PET100 homolog (S. cerevisiae)	C19orf79, P0DJ07	6	3%	"literature, yeast mito homolog++, MS/MS"	cerebrum, spinalcord, kidney, liver, heart, smallintestine, largeintestine, placenta
54332	GDAP1	ganglioside induced differentiation associated protein 1	CMT4, CMT4A, CMTRIA, Q8TB36	6	3%	"APEX_IMS, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord
3098	HK1	hexokinase 1	HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, P19367	6	3%	"literature, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
219402	MTIF3	mitochondrial translational initiation factor 3	IF3mt, Q9H2K0	6	3%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression"	largeintestine
7374	UNG	uracil-DNA glycosylase	DGU, HIGM4, HIGM5, UDG, UNG1, UNG15, UNG2, P13051	6	3%	"literature, targetP signal, yeast mito homolog, mito protein domain, induction"	none
10249	GLYAT	glycine-N-acyltransferase	ACGNAT, CAT, GAT, Q6IB77	6	3%	"literature, mito protein domain, coexpression, MS/MS+"	spinalcord, kidney, liver, placenta
6470	SHMT1	serine hydroxymethyltransferase 1 (soluble)	CSHMT, SHMT, P34896	6	3%	"Rickettsial homolog, mito protein domain, induction, coexpression"	none
79763	ISOC2	isochorismatase domain containing 2	Q96AB3	6	3%	"APEX_matrix, targetP signal, MS/MS++"	all 14
5805	PTS	6-pyruvoyltetrahydropterin synthase	PTPS, Q03393	6	3%	"targetP signal, Rickettsial homolog, coexpression"	none
23398	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	Q96BP3	6	3%	"targetP signal, yeast mito homolog++, mito protein domain"	none
162515	SLC16A11	"solute carrier family 16, member 11"	MCT11, Q8NCK7	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
516	ATP5G1	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"	ATP5A, ATP5G, P05496	6	3%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
5860	QDPR	quinoid dihydropteridine reductase	DHPR, PKU2, SDR33C1, P09417	6	3%	"APEX_matrix, targetP signal, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, stomach, placenta, testis
23457	ABCB9	"ATP-binding cassette, sub-family B (MDR/TAP), member 9"	EST122234, TAPL, Q9NP78	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	cerebrum, cerebellum, stomach, placenta, testis
9194	SLC16A7	"solute carrier family 16 (monocarboxylate transporter), member 7"	MCT2, O60669	6	3%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	stomach, testis
85865	GTPBP10	GTP-binding protein 10 (putative)	ObgH2, A4D1E9	6	3%	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain"	largeintestine, placenta
79934	ADCK4	aarF domain containing kinase 4	NPHS9, Q96D53	6	3%	"APEX_matrix, GFP, yeast mito homolog+, Rickettsial homolog, mito protein domain"	adipose, smallintestine, largeintestine, placenta
6897	TARS	threonyl-tRNA synthetase	ThrRS, P26639	6	3%	"Rickettsial homolog, mito protein domain, coexpression"	smallintestine
2495	FTH1	"ferritin, heavy polypeptide 1"	FHC, FTH, FTHL6, HFE5, PIG15, PLIF, P02794	6	3%	"mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta
706	TSPO	translocator protein (18kDa)	BPBS, BZRP, DBI, IBP, MBR, PBR, PBS, PKBS, PTBR, mDRC, pk18, P30536	6	3%	"literature, mito protein domain, MS/MS++"	spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
55621	TRMT1	tRNA methyltransferase 1 homolog (S. cerevisiae)	TRM1, Q9NXH9	6	3%	"targetP signal+, mito protein domain, coexpression"	none
5687	PSMA6	"proteasome (prosome, macropain) subunit, alpha type, 6"	IOTA, PROS27, p27K, P60900	6	3%	"yeast mito homolog, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord
90956	ADCK2	aarF domain containing kinase 2	AARF, Q7Z695	6	3%	"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	none
8310	ACOX3	"acyl-CoA oxidase 3, pristanoyl"	O15254	6	3%	"mito protein domain+, induction"	kidney, liver, adipose, testis
11021	RAB35	"RAB35, member RAS oncogene family"	H-ray, RAB1C, RAY, Q15286	6	3%	"mito protein domain, induction, MS/MS"	all 14
100130890	TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	RP1-199J3.3, H0UI37	6	3%	"mito protein domain, induction, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
92259	MRPS36	mitochondrial ribosomal protein S36	MRP-S36, P82909	6	4%	"literature, APEX_matrix, MS/MS++"	all 14
57546	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	PPM2C2, Q9P2J9	6	4%	"APEX_matrix, yeast mito homolog+, mito protein domain, coexpression"	adipose
55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	1AGPAT5, LPAATE, Q9NUQ2	5	4%	"literature, Rickettsial homolog, mito protein domain, induction, MS/MS"	cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis
84331	FAM195A	"family with sequence similarity 195, member A"	C16orf14, c349E10.1, Q9BUT9	5	4%	"induction, coexpression+"	none
284723	SLC25A34	"solute carrier family 25, member 34"	RP11-169K16.2, Q6PIV7	5	4%	"yeast mito homolog+, mito protein domain+"	none
284427	SLC25A41	"solute carrier family 25, member 41"	APC4, Q8N5S1	5	4%	"yeast mito homolog+, mito protein domain+"	none
203427	SLC25A43	"solute carrier family 25, member 43"	Q8WUT9	5	4%	"yeast mito homolog+, mito protein domain+"	none
153328	SLC25A48	"solute carrier family 25, member 48"	Q6ZT89	5	4%	"yeast mito homolog+, mito protein domain+"	none
81894	SLC25A28	"solute carrier family 25 (mitochondrial iron transporter), member 28"	MFRN2, MRS3/4, MRS4L, Q96A46	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
7351	UCP2	"uncoupling protein 2 (mitochondrial, proton carrier)"	BMIQ4, SLC25A8, UCPH, P55851	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
51312	SLC25A37	"solute carrier family 25 (mitochondrial iron transporter), member 37"	MFRN, MFRN1, MSC, MSCP, PRO1278, PRO1584, PRO2217, Q9NYZ2	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
283600	SLC25A47	"solute carrier family 25, member 47"	C14orf68, HDMCP, Q6Q0C1	5	4%	"literature, yeast mito homolog+, mito protein domain+"	none
11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	SDPII, Q9UNF0	5	4%	"Rickettsial homolog, mito protein domain, induction, coexpression"	cerebrum, brainstem, spinalcord
48	ACO1	"aconitase 1, soluble"	ACONS, HEL60, IREB1, IREBP, IREBP1, IRP1, P21399	5	4%	"Rickettsial homolog, mito protein domain, coexpression"	liver, smallintestine, placenta, testis
4292	MLH1	mutL homolog 1	COCA2, FCC2, HNPCC, HNPCC2, hMLH1, P40692	5	4%	"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	none
4522	MTHFD1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"	MTHFC, MTHFD, P11586	5	4%	"literature, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
60678	EEFSEC	"eukaryotic elongation factor, selenocysteine-tRNA-specific"	EFSEC, SELB, P57772	5	4%	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
2053	EPHX2	"epoxide hydrolase 2, cytoplasmic"	CEH, SEH, P34913	5	4%	"Rickettsial homolog, mito protein domain, coexpression"	kidney, liver, heart, skeletalmuscle, adipose, smallintestine, stomach
1718	DHCR24	24-dehydrocholesterol reductase	DCE, Nbla03646, SELADIN1, seladin-1, Q15392	5	4%	"yeast mito homolog++, mito protein domain, coexpression"	none
